Time,air1,clotheswasher1,dishwasher1,furnace1,refrigerator1,solar,grid,Sum of Power,temperature
1/1/2018 13:00,0.002,0,0,0,0,-1.098,-0.486,-1.096,28.19
1/1/2018 13:15,0.001,0,0,0,0,-1.184,-0.862,-1.183,28.19
1/1/2018 13:30,0.001,0,0,0,0,-1.156,-0.838,-1.155,28.19
1/1/2018 13:45,0.001,0,0,0,0,-1.076,-0.769,-1.075,28.19
1/1/2018 14:00,0.002,0,0,0,0,-1.123,-0.57,-1.121,29.01
1/1/2018 14:15,0.002,0,0,0,0,-0.978,-0.179,-0.976,29.01
1/1/2018 14:30,0.001,0,0,0,0,-0.874,-0.535,-0.873,29.01
1/1/2018 14:45,0.002,0,0,0,0,-1.077,-0.65,-1.075,29.01
1/1/2018 15:00,0.001,0,0,0,0,-0.769,-0.352,-0.768,29.35
1/1/2018 15:15,0.001,0,0,0,0,-0.459,-0.047,-0.458,29.35
1/1/2018 15:30,0.001,0,0,0,0,-0.551,-0.127,-0.55,29.35
1/1/2018 15:45,0.001,0,0,0,0,-0.468,-0.025,-0.467,29.35
1/1/2018 16:00,0.001,0,0,0,0,-0.483,-0.099,-0.482,29.93
1/1/2018 16:15,0.002,0,0,0,0,-0.426,3.658,-0.424,29.93
1/1/2018 16:30,0.003,0,0,0,0,-0.561,4.704,-0.558,29.93
1/1/2018 16:45,0.002,0,0,0,0,-0.126,3.182,-0.124,29.93
1/1/2018 17:00,0.001,0,0,0,0,-0.033,0.509,-0.032,29.79
1/1/2018 17:15,0.001,0,0,0,0,0.009,0.521,0.01,29.79
1/1/2018 17:30,0.001,0,0,0,0,0.025,0.842,0.026,29.79
1/1/2018 17:45,0.002,0,0,0,0,0.028,1.089,0.03,29.79
1/1/2018 18:00,0.003,0,0,0,0,0.013,2.172,0.016,28.95
1/1/2018 18:15,0.003,0,0,0,0,0.005,1.622,0.008,28.95
1/1/2018 18:30,0.002,0,0,0,0,0.002,1.384,0.004,28.95
1/1/2018 18:45,0.002,0,0,0,0,0.002,1.473,0.004,28.95
1/1/2018 19:00,0.003,0,0,0,0,0.004,2.184,0.007,28.51
1/1/2018 19:15,0.004,0,0,0,0,0.004,2.419,0.008,28.51
1/1/2018 19:30,0.003,0,0,0,0,0.003,2.395,0.006,28.51
1/1/2018 19:45,0.003,0,0,0,0,0.003,2.128,0.006,28.51
1/1/2018 20:00,0.003,0,0,0,0,0.004,1.743,0.007,28.37
1/1/2018 20:15,0.002,0,0,0,0,0.002,2.545,0.004,28.37
1/1/2018 20:30,0.002,0,0,0,0,0.003,1.111,0.005,28.37
1/1/2018 20:45,0.002,0,0,0,0,0.003,1.181,0.005,28.37
1/1/2018 21:00,0.002,0,0,0,0,0.003,1.2,0.005,28.25
1/1/2018 21:15,0.002,0,0,0,0,0.002,1.201,0.004,28.25
1/1/2018 21:30,0.002,0,0,0,0,0.002,1.087,0.004,28.25
1/1/2018 21:45,0.002,0,0,0,0,0.002,0.925,0.004,28.25
1/1/2018 22:00,0.002,0,0,0,0,0.002,0.926,0.004,28.18
1/1/2018 22:15,0.001,0,0,0,0,0.003,0.626,0.004,28.18
1/1/2018 22:30,0.001,0,0,0,0,0.005,0.57,0.006,28.18
1/1/2018 22:45,0.001,0,0,0,0,0.005,0.406,0.006,28.18
1/1/2018 23:00,0.001,0,0,0,0,0.005,0.459,0.006,28.09
1/1/2018 23:15,0.001,0,0,0,0,0.005,0.431,0.006,28.09
1/1/2018 23:30,0.001,0,0,0,0,0.005,0.556,0.006,28.09
1/1/2018 23:45,0.001,0,0,0,0,0.005,0.423,0.006,28.09
1/2/2018 0:00,0.001,0,0,0,0,0.005,0.617,0.006,28.11
1/2/2018 0:15,0.001,0,0,0,0,0.005,0.591,0.006,28.11
1/2/2018 0:30,0.001,0,0,0,0,0.005,0.465,0.006,28.11
1/2/2018 0:45,0.001,0,0,0,0,0.005,0.41,0.006,28.11
1/2/2018 1:00,0.001,0,0,0,0,0.005,0.412,0.006,27.9
1/2/2018 1:15,0.001,0,0,0,0,0.005,0.401,0.006,27.9
1/2/2018 1:30,0.001,0,0,0,0,0.004,0.503,0.005,27.9
1/2/2018 1:45,0.001,0,0,0,0,0.005,0.543,0.006,27.9
1/2/2018 2:00,0.001,0,0,0,0,0.005,0.549,0.006,27.85
1/2/2018 2:15,0.001,0,0,0,0,0.005,0.453,0.006,27.85
1/2/2018 2:30,0.001,0,0,0,0,0.005,0.313,0.006,27.85
1/2/2018 2:45,0.001,0,0,0,0,0.005,0.498,0.006,27.85
1/2/2018 3:00,0.001,0,0,0,0,0.005,0.521,0.006,27.79
1/2/2018 3:15,0.002,0,0,0,0,0.004,0.56,0.006,27.79
1/2/2018 3:30,0.002,0,0,0,0,0.004,0.692,0.006,27.79
1/2/2018 3:45,0.001,0,0,0,0,0.005,0.56,0.006,27.79
1/2/2018 4:00,0.001,0,0,0,0,0.004,0.599,0.005,27.68
1/2/2018 4:15,0.001,0,0,0,0,0.004,0.626,0.005,27.68
1/2/2018 4:30,0.001,0,0,0,0,0.004,0.647,0.005,27.68
1/2/2018 4:45,0.001,0,0,0,0,0.005,0.618,0.006,27.68
1/2/2018 5:00,0.002,0,0,0,0,0.005,0.683,0.007,27.45
1/2/2018 5:15,0.002,0,0,0,0,0.006,0.735,0.008,27.45
1/2/2018 5:30,0.002,0,0,0,0,0.005,0.797,0.007,27.45
1/2/2018 5:45,0.001,0,0,0,0,0.005,0.443,0.006,27.45
1/2/2018 6:00,0.001,0,0,0,0,0.004,0.585,0.005,27.27
1/2/2018 6:15,0.001,0,0,0,0,0.002,0.838,0.003,27.27
1/2/2018 6:30,0.001,0,0,0,0,0.005,0.48,0.006,27.27
1/2/2018 6:45,0.002,0,0,0,0,0.002,1.245,0.004,27.27
1/2/2018 7:00,0.002,0,0,0,0,0.002,0.916,0.004,27.15
1/2/2018 7:15,0.002,0,0,0,0,0.002,0.937,0.004,27.15
1/2/2018 7:30,0.002,0,0,0,0,0.002,0.88,0.004,27.15
1/2/2018 7:45,0.001,0,0,0,0,-0.027,0.727,-0.026,27.15
1/2/2018 8:00,0.002,0,0,0,0,-0.078,0.985,-0.076,27.22
1/2/2018 8:15,0.002,0,0,0,0,-0.057,0.95,-0.055,27.22
1/2/2018 8:30,0.002,0,0,0,0,-0.099,0.915,-0.097,27.22
1/2/2018 8:45,0.002,0,0,0,0,-0.166,0.858,-0.164,27.22
1/2/2018 9:00,0.002,0,0,0,0,-0.237,0.81,-0.235,27.52
1/2/2018 9:15,0.001,0,0,0,0,-0.342,0.065,-0.341,27.52
1/2/2018 9:30,0.001,0,0,0,0,-0.5,0.028,-0.499,27.52
1/2/2018 9:45,0.001,0,0,0,0,-0.615,-0.178,-0.614,27.52
1/2/2018 10:00,0.001,0,0,0,0,-0.666,-0.292,-0.665,28.33
1/2/2018 10:15,0.001,0,0,0,0,-0.709,-0.394,-0.708,28.33
1/2/2018 10:30,0.001,0,0,0,0,-0.665,-0.25,-0.664,28.33
1/2/2018 10:45,0.002,0,0,0,0,-0.716,-0.234,-0.714,28.33
1/2/2018 11:00,0.002,0,0,0,0,-0.796,-0.133,-0.794,29.23
1/2/2018 11:15,0.002,0,0,0,0,-0.855,-0.133,-0.853,29.23
1/2/2018 11:30,0.002,0,0,0,0,-0.855,-0.25,-0.853,29.23
1/2/2018 11:45,0.002,0,0,0,0,-0.933,-0.373,-0.931,29.23
1/2/2018 12:00,0.002,0,0,0,0,-0.898,-0.147,-0.896,30.09
1/2/2018 12:15,0.002,0,0,0,0,-0.997,-0.123,-0.995,30.09
1/2/2018 12:30,0.003,0,0,0,0,-0.909,1.187,-0.906,30.09
1/2/2018 12:45,0.002,0,0,0,0,-0.786,-0.068,-0.784,30.09
1/2/2018 13:00,0.002,0,0,0,0,-0.758,0.078,-0.756,30.44
1/2/2018 13:15,0.002,0,0,0,0,-0.748,0.424,-0.746,30.44
1/2/2018 13:30,0.003,0,0,0,0,-0.737,0.556,-0.734,30.44
1/2/2018 13:45,0.002,0,0,0,0,-0.639,0.653,-0.637,30.44
1/2/2018 14:00,0.002,0,0,0,0,-0.567,0.32,-0.565,30.51
1/2/2018 14:15,0.001,0,0,0,0,-0.557,0.024,-0.556,30.51
1/2/2018 14:30,0.002,0,0,0,0,-0.431,0.341,-0.429,30.51
1/2/2018 14:45,0.002,0,0,0,0,-0.348,0.625,-0.346,30.51
1/2/2018 15:00,0.002,0,0,0,0,-0.311,0.754,-0.309,30.06
1/2/2018 15:15,0.002,0,0,0,0,-0.27,0.579,-0.268,30.06
1/2/2018 15:30,0.002,0,0,0,0,-0.178,1.071,-0.176,30.06
1/2/2018 15:45,0.002,0,0,0,0,-0.121,0.635,-0.119,30.06
1/2/2018 16:00,0.002,0,0,0,0,-0.074,0.802,-0.072,29
1/2/2018 16:15,0.001,0,0,0,0,-0.095,0.454,-0.094,29
1/2/2018 16:30,0.001,0,0,0,0,0.011,0.769,0.012,29
1/2/2018 16:45,0.002,0,0,0,0,0.024,1.08,0.026,29
1/2/2018 17:00,0.002,0,0,0,0,0.026,1.169,0.028,28.13
1/2/2018 17:15,0.002,0,0,0,0,0.027,1.072,0.029,28.13
1/2/2018 17:30,0.001,0,0,0,0,0.027,0.647,0.028,28.13
1/2/2018 17:45,0.001,0,0,0,0,0.025,0.674,0.026,28.13
1/2/2018 18:00,0.001,0,0,0,0,0.002,0.849,0.003,27.9
1/2/2018 18:15,0.002,0,0,0,0,0.002,0.985,0.004,27.9
1/2/2018 18:30,0.001,0,0,0,0,0.002,0.884,0.003,27.9
1/2/2018 18:45,0.002,0,0,0,0,0.004,1.13,0.006,27.9
1/2/2018 19:00,0.001,0,0,0,0,0.004,0.691,0.005,27.61
1/2/2018 19:15,0.002,0,0,0,0,0.003,1.068,0.005,27.61
1/2/2018 19:30,0.002,0,0,0,0,0.003,1.484,0.005,27.61
1/2/2018 19:45,0.002,0,0,0,0,0.002,1.17,0.004,27.61
1/2/2018 20:00,0.002,0,0,0,0,0.001,1.312,0.003,27.31
1/2/2018 20:15,0.002,0,0,0,0,0.002,1.486,0.004,27.31
1/2/2018 20:30,0.002,0,0,0,0,0.001,1.272,0.003,27.31
1/2/2018 20:45,0.002,0,0,0,0,0.001,1.593,0.003,27.31
1/2/2018 21:00,0.002,0,0,0,0,0.002,1.015,0.004,27.03
1/2/2018 21:15,0.002,0,0,0,0,0.002,1.509,0.004,27.03
1/2/2018 21:30,0.002,0,0,0,0,0.001,1.323,0.003,27.03
1/2/2018 21:45,0.002,0,0,0,0,0.002,1.109,0.004,27.03
1/2/2018 22:00,0.002,0,0,0,0,0.003,1.167,0.005,26.38
1/2/2018 22:15,0.002,0,0,0,0,0.003,0.895,0.005,26.38
1/2/2018 22:30,0.002,0,0,0,0,0.003,1.272,0.005,26.38
1/2/2018 22:45,0.002,0,0,0,0,0.003,0.957,0.005,26.38
1/2/2018 23:00,0.002,0,0,0,0,0.003,1.015,0.005,26.14
1/2/2018 23:15,0.001,0,0,0,0,0.003,0.875,0.004,26.14
1/2/2018 23:30,0.001,0,0,0,0,0.003,0.856,0.004,26.14
1/2/2018 23:45,0.001,0,0,0,0,0.003,0.799,0.004,26.14
1/3/2018 0:00,0.001,0,0,0,0,0.003,0.798,0.004,24.91
1/3/2018 0:15,0.002,0,0,0,0,0.004,0.818,0.006,24.91
1/3/2018 0:30,0.004,0,0,0,0,0.008,2.062,0.012,24.91
1/3/2018 0:45,0.002,0,0,0,0,0.005,1.019,0.007,24.91
1/3/2018 1:00,0.002,0,0,0,0,0.005,0.85,0.007,23.42
1/3/2018 1:15,0.003,0,0,0,0,0.007,1.752,0.01,23.42
1/3/2018 1:30,0.003,0,0,0,0,0.007,1.388,0.01,23.42
1/3/2018 1:45,0.002,0,0,0,0,0.005,0.704,0.007,23.42
1/3/2018 2:00,0.001,0,0,0,0,0.004,0.606,0.005,22.25
1/3/2018 2:15,0.002,0,0,0,0,0.005,0.604,0.007,22.25
1/3/2018 2:30,0.001,0,0,0,0,0.004,0.522,0.005,22.25
1/3/2018 2:45,0.001,0,0,0,0,0.004,0.521,0.005,22.25
1/3/2018 3:00,0.001,0,0,0,0,0.004,0.589,0.005,21.32
1/3/2018 3:15,0.001,0,0,0,0,0.004,0.505,0.005,21.32
1/3/2018 3:30,0.001,0,0,0,0,0.004,0.528,0.005,21.32
1/3/2018 3:45,0.001,0,0,0,0,0.004,0.47,0.005,21.32
1/3/2018 4:00,0.001,0,0,0,0,0.004,0.608,0.005,20.46
1/3/2018 4:15,0.001,0,0,0,0,0.004,0.572,0.005,20.46
1/3/2018 4:30,0.002,0,0,0,0,0.004,0.637,0.006,20.46
1/3/2018 4:45,0.001,0,0,0,0,0.004,0.585,0.005,20.46
1/3/2018 5:00,0.001,0,0,0,0,0.004,0.516,0.005,20.55
1/3/2018 5:15,0.001,0,0,0,0,0.004,0.554,0.005,20.55
1/3/2018 5:30,0.001,0,0,0,0,0.004,0.613,0.005,20.55
1/3/2018 5:45,0.002,0,0,0,0,0.005,0.697,0.007,20.55
1/3/2018 6:00,0.001,0,0,0,0,0.005,0.619,0.006,20.19
1/3/2018 6:15,0.001,0,0,0,0,0.004,0.473,0.005,20.19
1/3/2018 6:30,0.001,0,0,0,0,0.002,0.916,0.003,20.19
1/3/2018 6:45,0.001,0,0,0,0,0.004,0.612,0.005,20.19
1/3/2018 7:00,0.002,0,0,0,0,0.003,0.954,0.005,19.75
1/3/2018 7:15,0.002,0,0,0,0,0.007,1.104,0.009,19.75
1/3/2018 7:30,0.002,0,0,0,0,-0.021,1.082,-0.019,19.75
1/3/2018 7:45,0.002,0,0,0,0,-0.106,0.886,-0.104,19.75
1/3/2018 8:00,0.002,0,0,0,0,-0.196,0.944,-0.194,20.26
1/3/2018 8:15,0.001,0,0,0,0,-0.289,0.554,-0.288,20.26
1/3/2018 8:30,0.002,0,0,0,0,-0.735,0.109,-0.733,20.26
1/3/2018 8:45,0.002,0,0,0,0,-0.864,-0.052,-0.862,20.26
1/3/2018 9:00,0.002,0,0,0,0,-1.012,-0.621,-1.01,26.34
1/3/2018 9:15,0.002,0,0,0,0,-0.998,-0.65,-0.996,26.34
1/3/2018 9:30,0.002,0,0,0,0,-1.265,-0.941,-1.263,26.34
1/3/2018 9:45,0.002,0,0,0,0,-1.802,-1.482,-1.8,26.34
1/3/2018 10:00,0.002,0,0,0,0,-2.031,-1.76,-2.029,31.86
1/3/2018 10:15,0.002,0,0,0,0,-2.216,-1.954,-2.214,31.86
1/3/2018 10:30,0.002,0,0,0,0,-2.351,-1.98,-2.349,31.86
1/3/2018 10:45,0.002,0,0,0,0,-2.666,-2.361,-2.664,31.86
1/3/2018 11:00,0.003,0,0,0,0,-2.878,-1.99,-2.875,37.53
1/3/2018 11:15,0.003,0,0,0,0,-2.979,-2.067,-2.976,37.53
1/3/2018 11:30,0.003,0,0,0,0,-2.977,-2.137,-2.974,37.53
1/3/2018 11:45,0.003,0,0,0,0,-2.894,-2.295,-2.891,37.53
1/3/2018 12:00,0.003,0,0,0,0,-3.24,-2.577,-3.237,42.92
1/3/2018 12:15,0.003,0,0,0,0,-3.475,-2.66,-3.472,42.92
1/3/2018 12:30,0.003,0,0,0,0,-3.576,-2.834,-3.573,42.92
1/3/2018 12:45,0.003,0,0,0,0,-3.803,-3.153,-3.8,42.92
1/3/2018 13:00,0.003,0,0,0,0,-3.791,-2.994,-3.788,47.14
1/3/2018 13:15,0.003,0,0,0,0,-3.779,-3.27,-3.776,47.14
1/3/2018 13:30,0.003,0,0,0,0,-3.775,-3.289,-3.772,47.14
1/3/2018 13:45,0.003,0,0,0,0,-3.675,-3.132,-3.672,47.14
1/3/2018 14:00,0.003,0,0,0,0,-3.458,-2.799,-3.455,51.41
1/3/2018 14:15,0.002,0,0,0,0,-3.146,-2.781,-3.144,51.41
1/3/2018 14:30,0.003,0,0,0,0,-2.783,-2.071,-2.78,51.41
1/3/2018 14:45,0.003,0,0,0,0,-2.545,-1.894,-2.542,51.41
1/3/2018 15:00,0.002,0,0,0,0,-2.327,-1.697,-2.325,53.89
1/3/2018 15:15,0.002,0,0,0,0,-2.167,-1.44,-2.165,53.89
1/3/2018 15:30,0.002,0,0,0,0,-1.907,-1.251,-1.905,53.89
1/3/2018 15:45,0.002,0,0,0,0,-1.653,-1.097,-1.651,53.89
1/3/2018 16:00,0.002,0,0,0,0,-1.397,-0.714,-1.395,55.19
1/3/2018 16:15,0.002,0,0,0,0,-1.069,-0.479,-1.067,55.19
1/3/2018 16:30,0.002,0,0,0,0,-0.671,0.336,-0.669,55.19
1/3/2018 16:45,0.002,0,0,0,0,-0.518,0.484,-0.516,55.19
1/3/2018 17:00,0.002,0,0,0,0,-0.202,0.856,-0.2,54.59
1/3/2018 17:15,0.002,0,0,0,0,-0.064,0.995,-0.062,54.59
1/3/2018 17:30,0.002,0,0,0,0,-0.002,1.128,0,54.59
1/3/2018 17:45,0.002,0,0,0,0,0.025,1.165,0.027,54.59
1/3/2018 18:00,0.002,0,0,0,0,0.011,1.185,0.013,49.74
1/3/2018 18:15,0.002,0,0,0,0,0.002,1.41,0.004,49.74
1/3/2018 18:30,0.002,0,0,0,0,0.002,1.431,0.004,49.74
1/3/2018 18:45,0.002,0,0,0,0,0.002,1.325,0.004,49.74
1/3/2018 19:00,0.003,0,0,0,0,0.004,1.651,0.007,43.48
1/3/2018 19:15,0.003,0,0,0,0,0.004,1.517,0.007,43.48
1/3/2018 19:30,0.002,0,0,0,0,0.003,0.982,0.005,43.48
1/3/2018 19:45,0.002,0,0,0,0,0.003,1.092,0.005,43.48
1/3/2018 20:00,0.002,0,0,0,0,0.003,0.911,0.005,39.85
1/3/2018 20:15,0.002,0,0,0,0,0.003,1.031,0.005,39.85
1/3/2018 20:30,0.003,0,0,0,0,-0.001,1.913,0.002,39.85
1/3/2018 20:45,0.003,0,0,0,0,0,1.696,0.003,39.85
1/3/2018 21:00,0.002,0,0,0,0,0.002,0.947,0.004,37.15
1/3/2018 21:15,0.002,0,0,0,0,0.002,0.947,0.004,37.15
1/3/2018 21:30,0.002,0,0,0,0,0.003,0.885,0.005,37.15
1/3/2018 21:45,0.003,0,0,0,0,0.006,1.475,0.009,37.15
1/3/2018 22:00,0.003,0,0,0,0,0.007,1.509,0.01,35.45
1/3/2018 22:15,0.003,0,0,0,0,0.005,1.161,0.008,35.45
1/3/2018 22:30,0.002,0,0,0,0,0.004,0.757,0.006,35.45
1/3/2018 22:45,0.002,0,0,0,0,0.004,0.783,0.006,35.45
1/3/2018 23:00,0.002,0,0,0,0,0.004,0.788,0.006,32.96
1/3/2018 23:15,0.003,0,0,0,0,0.005,1.589,0.008,32.96
1/3/2018 23:30,0.003,0,0,0,0,0.006,1.392,0.009,32.96
1/3/2018 23:45,0.001,0,0,0,0,0.004,0.508,0.005,32.96
1/4/2018 0:00,0.001,0,0,0,0,0.004,0.376,0.005,31.46
1/4/2018 0:15,0.001,0,0,0,0,0.004,0.505,0.005,31.46
1/4/2018 0:30,0.001,0,0,0,0,0.004,0.363,0.005,31.46
1/4/2018 0:45,0.001,0,0,0,0,0.004,0.348,0.005,31.46
1/4/2018 1:00,0.001,0,0,0,0,0.004,0.345,0.005,30.11
1/4/2018 1:15,0.001,0,0,0,0,0.004,0.35,0.005,30.11
1/4/2018 1:30,0.001,0,0,0,0,0.004,0.36,0.005,30.11
1/4/2018 1:45,0.001,0,0,0,0,0.004,0.417,0.005,30.11
1/4/2018 2:00,0.001,0,0,0,0,0.004,0.375,0.005,29.09
1/4/2018 2:15,0.001,0,0,0,0,0.004,0.32,0.005,29.09
1/4/2018 2:30,0.001,0,0,0,0,0.005,0.188,0.006,29.09
1/4/2018 2:45,0.001,0,0,0,0,0.005,0.191,0.006,29.09
1/4/2018 3:00,0.001,0,0,0,0,0.004,0.259,0.005,28.52
1/4/2018 3:15,0.001,0,0,0,0,0.004,0.299,0.005,28.52
1/4/2018 3:30,0.001,0,0,0,0,0.004,0.291,0.005,28.52
1/4/2018 3:45,0.001,0,0,0,0,0.004,0.288,0.005,28.52
1/4/2018 4:00,0.001,0,0,0,0,0.005,0.194,0.006,27.77
1/4/2018 4:15,0.001,0,0,0,0,0.005,0.186,0.006,27.77
1/4/2018 4:30,0.001,0,0,0,0,0.005,0.239,0.006,27.77
1/4/2018 4:45,0.001,0,0,0,0,0.004,0.302,0.005,27.77
1/4/2018 5:00,0.002,0,0,0,0,0.005,0.688,0.007,27.31
1/4/2018 5:15,0.001,0,0,0,0,0.005,0.435,0.006,27.31
1/4/2018 5:30,0.001,0,0,0,0,0.005,0.481,0.006,27.31
1/4/2018 5:45,0.001,0,0,0,0,0.005,0.27,0.006,27.31
1/4/2018 6:00,0.001,0,0,0,0,0.004,0.538,0.005,27.31
1/4/2018 6:15,0.001,0,0,0,0,0.003,0.728,0.004,27.31
1/4/2018 6:30,0.001,0,0,0,0,0.004,0.722,0.005,27.31
1/4/2018 6:45,0.002,0,0,0,0,0.004,0.632,0.006,27.31
1/4/2018 7:00,0.002,0,0,0,0,0.004,0.851,0.006,26.39
1/4/2018 7:15,0.002,0,0,0,0,0.004,1.072,0.006,26.39
1/4/2018 7:30,0.002,0,0,0,0,-0.035,0.947,-0.033,26.39
1/4/2018 7:45,0.001,0,0,0,0,-0.096,0.736,-0.095,26.39
1/4/2018 8:00,0.002,0,0,0,0,-0.166,0.794,-0.164,26.82
1/4/2018 8:15,0.002,0,0,0,0,-0.26,0.462,-0.258,26.82
1/4/2018 8:30,0.001,0,0,0,0,-0.641,-0.281,-0.64,26.82
1/4/2018 8:45,0.001,0,0,0,0,-0.7,-0.264,-0.699,26.82
1/4/2018 9:00,0.002,0,0,0,0,-0.886,-0.089,-0.884,26.82
1/4/2018 9:15,0.002,0,0,0,0,-1.024,-0.246,-1.022,26.82
1/4/2018 9:30,0.002,0,0,0,0,-1.468,-0.858,-1.466,26.82
1/4/2018 9:45,0.002,0,0,0,0,-1.866,-1.52,-1.864,26.82
1/4/2018 10:00,0.003,0,0,0,0,-2.157,-1.056,-2.154,26.82
1/4/2018 10:15,0.003,0,0,0,0,-2.306,-1.289,-2.303,26.82
1/4/2018 10:30,0.003,0,0,0,0,-2.415,-1.322,-2.412,26.82
1/4/2018 10:45,0.003,0,0,0,0,-2.7,-1.982,-2.697,26.82
1/4/2018 11:00,0.003,0,0,0,0,-2.924,-2.216,-2.921,26.82
1/4/2018 11:15,0.003,0,0,0,0,-3.155,-2.562,-3.152,26.82
1/4/2018 11:30,0.003,0,0,0,0,-3.129,-2.186,-3.126,26.82
1/4/2018 11:45,0.003,0,0,0,0,-3.592,-2.727,-3.589,26.82
1/4/2018 12:00,0.003,0,0,0,0,-2.85,-1.736,-2.847,50.52
1/4/2018 12:15,0.003,0,0,0,0,-3.242,-2.459,-3.239,50.52
1/4/2018 12:30,0.003,0,0,0,0,-2.565,-1.434,-2.562,50.52
1/4/2018 12:45,0.002,0,0,0,0,-2.112,-1.29,-2.11,50.52
1/4/2018 13:00,0.002,0,0,0,0,-2.739,-2.258,-2.737,52.64
1/4/2018 13:15,0.003,0,0,0,0,-3.016,-1.999,-3.013,52.64
1/4/2018 13:30,0.003,0,0,0,0,-3.625,-3.165,-3.622,52.64
1/4/2018 13:45,0.003,0,0,0,0,-3.089,-2.085,-3.086,52.64
1/4/2018 14:00,0.003,0,0,0,0,-2.583,-1.036,-2.58,53.91
1/4/2018 14:15,0.003,0,0,0,0,-2.319,-1.213,-2.316,53.91
1/4/2018 14:30,0.003,0,0,0,0,-2.077,-0.831,-2.074,53.91
1/4/2018 14:45,0.002,0,0,0,0,-1.316,-0.44,-1.314,53.91
1/4/2018 15:00,0.002,0,0,0,0,-1.169,-0.323,-1.167,51.35
1/4/2018 15:15,0.002,0,0,0,0,-0.977,-0.11,-0.975,51.35
1/4/2018 15:30,0.002,0,0,0,0,-0.775,-0.251,-0.773,51.35
1/4/2018 15:45,0.002,0,0,0,0,-0.671,-0.12,-0.669,51.35
1/4/2018 16:00,0.002,0,0,0,0,-0.514,0.03,-0.512,53.55
1/4/2018 16:15,0.002,0,0,0,0,-0.376,0.309,-0.374,53.55
1/4/2018 16:30,0.002,0,0,0,0,-0.222,0.739,-0.22,53.55
1/4/2018 16:45,0.002,0,0,0,0,-0.132,0.717,-0.13,53.55
1/4/2018 17:00,0.002,0,0,0,0,-0.066,0.926,-0.064,52.41
1/4/2018 17:15,0.002,0,0,0,0,-0.019,1.521,-0.017,52.41
1/4/2018 17:30,0.002,0,0,0,0,0.016,1.533,0.018,52.41
1/4/2018 17:45,0.002,0,0,0,0,0.027,0.763,0.029,52.41
1/4/2018 18:00,0.002,0,0,0,0,0.007,1.15,0.009,50.1
1/4/2018 18:15,0.002,0,0,0,0,0.001,1.211,0.003,50.1
1/4/2018 18:30,0.002,0,0,0,0,0.002,1.379,0.004,50.1
1/4/2018 18:45,0.002,0,0,0,0,0.003,0.847,0.005,50.1
1/4/2018 19:00,0.002,0,0,0,0,0.003,0.82,0.005,47.25
1/4/2018 19:15,0.002,0,0,0,0,0.003,0.676,0.005,47.25
1/4/2018 19:30,0.002,0,0,0,0,0.003,0.724,0.005,47.25
1/4/2018 19:45,0.002,0,0,0,0,0.003,0.734,0.005,47.25
1/4/2018 20:00,0.002,0,0,0,0,0.003,0.728,0.005,46.14
1/4/2018 20:15,0.002,0,0,0,0,0.004,0.816,0.006,46.14
1/4/2018 20:30,0.001,0,0,0,0,0.003,0.688,0.004,46.14
1/4/2018 20:45,0.002,0,0,0,0,0.001,1.202,0.003,46.14
1/4/2018 21:00,0.002,0,0,0,0,0.001,1.177,0.003,45.54
1/4/2018 21:15,0.002,0,0,0,0,0.002,0.992,0.004,45.54
1/4/2018 21:30,0.002,0,0,0,0,0.002,0.886,0.004,45.54
1/4/2018 21:45,0.002,0,0,0,0,0.002,0.928,0.004,45.54
1/4/2018 22:00,0.002,0,0,0,0,0.002,0.868,0.004,44.33
1/4/2018 22:15,0.002,0,0,0,0,0.003,0.74,0.005,44.33
1/4/2018 22:30,0.002,0,0,0,0,0.003,0.778,0.005,44.33
1/4/2018 22:45,0.002,0,0,0,0,0.003,0.719,0.005,44.33
1/4/2018 23:00,0.003,0,0,0,0,0.006,1.425,0.009,43.99
1/4/2018 23:15,0.003,0,0,0,0,0.005,1.302,0.008,43.99
1/4/2018 23:30,0.002,0,0,0,0,0.004,0.85,0.006,43.99
1/4/2018 23:45,0.003,0,0,0,0,0.006,1.55,0.009,43.99
1/5/2018 0:00,0.003,0,0,0,0,0.007,1.214,0.01,43.97
1/5/2018 0:15,0.002,0,0,0,0,0.005,0.491,0.007,43.97
1/5/2018 0:30,0.001,0,0,0,0,0.004,0.313,0.005,43.97
1/5/2018 0:45,0.001,0,0,0,0,0.004,0.334,0.005,43.97
1/5/2018 1:00,0.001,0,0,0,0,0.004,0.418,0.005,43.83
1/5/2018 1:15,0.001,0,0,0,0,0.004,0.277,0.005,43.83
1/5/2018 1:30,0.001,0,0,0,0,0.004,0.359,0.005,43.83
1/5/2018 1:45,0.001,0,0,0,0,0.004,0.466,0.005,43.83
1/5/2018 2:00,0.001,0,0,0,0,0.004,0.294,0.005,43.62
1/5/2018 2:15,0.001,0,0,0,0,0.004,0.391,0.005,43.62
1/5/2018 2:30,0.001,0,0,0,0,0.004,0.402,0.005,43.62
1/5/2018 2:45,0.001,0,0,0,0,0.003,0.473,0.004,43.62
1/5/2018 3:00,0.001,0,0,0,0,0.005,0.461,0.006,43.06
1/5/2018 3:15,0.001,0,0,0,0,0.004,0.302,0.005,43.06
1/5/2018 3:30,0.001,0,0,0,0,0.004,0.443,0.005,43.06
1/5/2018 3:45,0.001,0,0,0,0,0.004,0.33,0.005,43.06
