Time,air1,clotheswasher1,dishwasher1,furnace1,refrigerator1,Sum of Power,temperature
2018-01-01 06:00:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 06:15:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 06:30:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 06:45:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 07:00:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 07:15:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 07:30:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 07:45:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 08:00:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 08:15:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 08:30:00,0.002,0.0,0.0,0.0,0.0,0.002,
2018-01-01 08:45:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 09:00:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 09:15:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 09:30:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 09:45:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 10:00:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 10:15:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 10:30:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 10:45:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 11:00:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 11:15:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 11:30:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 11:45:00,0.002,0.0,0.0,0.0,0.0,0.002,
2018-01-01 12:00:00,0.002,0.0,0.0,0.0,0.0,0.002,
2018-01-01 12:15:00,0.001,0.0,0.0,0.0,0.0,0.001,
2018-01-01 12:30:00,0.002,0.0,0.0,0.0,0.0,0.002,
2018-01-01 12:45:00,0.002,0.0,0.0,0.0,0.0,0.002,
2018-01-01 13:00:00,0.001,0.0,0.0,0.0,0.0,0.001,28.19
2018-01-01 13:15:00,0.001,0.0,0.0,0.0,0.0,0.001,28.19
2018-01-01 13:30:00,0.001,0.0,0.0,0.0,0.0,0.001,28.19
2018-01-01 13:45:00,0.001,0.0,0.0,0.0,0.0,0.001,28.19
2018-01-01 14:00:00,0.001,0.0,0.0,0.0,0.0,0.001,29.01
2018-01-01 14:15:00,0.001,0.0,0.0,0.0,0.0,0.001,29.01
2018-01-01 14:30:00,0.001,0.0,0.0,0.0,0.0,0.001,29.01
2018-01-01 14:45:00,0.001,0.0,0.0,0.0,0.0,0.001,29.01
2018-01-01 15:00:00,0.002,0.0,0.0,0.0,0.0,0.002,29.35
2018-01-01 15:15:00,0.002,0.0,0.0,0.0,0.0,0.002,29.35
2018-01-01 15:30:00,0.002,0.0,0.0,0.0,0.0,0.002,29.35
2018-01-01 15:45:00,0.001,0.0,0.0,0.0,0.0,0.001,29.35
2018-01-01 16:00:00,0.002,0.0,0.0,0.0,0.0,0.002,29.93
2018-01-01 16:15:00,0.002,0.0,0.0,0.0,0.0,0.002,29.93
2018-01-01 16:30:00,0.002,0.0,0.0,0.0,0.0,0.002,29.93
2018-01-01 16:45:00,0.002,0.0,0.0,0.0,0.0,0.002,29.93
2018-01-01 17:00:00,0.002,0.0,0.0,0.0,0.0,0.002,29.79
2018-01-01 17:15:00,0.003,0.0,0.0,0.0,0.0,0.003,29.79
2018-01-01 17:30:00,0.002,0.0,0.0,0.0,0.0,0.002,29.79
2018-01-01 17:45:00,0.002,0.0,0.0,0.0,0.0,0.002,29.79
2018-01-01 18:00:00,0.004,0.0,0.0,0.0,0.0,0.004,28.95
2018-01-01 18:15:00,0.003,0.0,0.0,0.0,0.0,0.003,28.95
2018-01-01 18:30:00,0.003,0.0,0.0,0.0,0.0,0.003,28.95
2018-01-01 18:45:00,0.002,0.0,0.0,0.0,0.0,0.002,28.95
2018-01-01 19:00:00,0.002,0.0,0.0,0.0,0.0,0.002,28.51
2018-01-01 19:15:00,0.001,0.0,0.0,0.0,0.0,0.001,28.51
2018-01-01 19:30:00,0.001,0.0,0.0,0.0,0.0,0.001,28.51
2018-01-01 19:45:00,0.001,0.0,0.0,0.0,0.0,0.001,28.51
2018-01-01 20:00:00,0.002,0.0,0.0,0.0,0.0,0.002,28.37
2018-01-01 20:15:00,0.002,0.0,0.0,0.0,0.0,0.002,28.37
2018-01-01 20:30:00,0.001,0.0,0.0,0.0,0.0,0.001,28.37
2018-01-01 20:45:00,0.002,0.0,0.0,0.0,0.0,0.002,28.37
2018-01-01 21:00:00,0.001,0.0,0.0,0.0,0.0,0.001,28.25
2018-01-01 21:15:00,0.001,0.0,0.0,0.0,0.0,0.001,28.25
2018-01-01 21:30:00,0.001,0.0,0.0,0.0,0.0,0.001,28.25
2018-01-01 21:45:00,0.001,0.0,0.0,0.0,0.0,0.001,28.25
2018-01-01 22:00:00,0.001,0.0,0.0,0.0,0.0,0.001,28.18
2018-01-01 22:15:00,0.002,0.0,0.0,0.0,0.0,0.002,28.18
2018-01-01 22:30:00,0.003,0.0,0.0,0.0,0.0,0.003,28.18
2018-01-01 22:45:00,0.002,0.0,0.0,0.0,0.0,0.002,28.18
2018-01-01 23:00:00,0.001,0.0,0.0,0.0,0.0,0.001,28.09
2018-01-01 23:15:00,0.001,0.0,0.0,0.0,0.0,0.001,28.09
2018-01-01 23:30:00,0.001,0.0,0.0,0.0,0.0,0.001,28.09
2018-01-01 23:45:00,0.002,0.0,0.0,0.0,0.0,0.002,28.09
2018-01-02 00:00:00,0.003,0.0,0.0,0.0,0.0,0.003,28.11
2018-01-02 00:15:00,0.003,0.0,0.0,0.0,0.0,0.003,28.11
2018-01-02 00:30:00,0.002,0.0,0.0,0.0,0.0,0.002,28.11
2018-01-02 00:45:00,0.002,0.0,0.0,0.0,0.0,0.002,28.11
2018-01-02 01:00:00,0.003,0.0,0.0,0.0,0.0,0.003,27.9
2018-01-02 01:15:00,0.004,0.0,0.0,0.0,0.0,0.004,27.9
2018-01-02 01:30:00,0.003,0.0,0.0,0.0,0.0,0.003,27.9
2018-01-02 01:45:00,0.003,0.0,0.0,0.0,0.0,0.003,27.9
2018-01-02 02:00:00,0.003,0.0,0.0,0.0,0.0,0.003,27.85
2018-01-02 02:15:00,0.002,0.0,0.0,0.0,0.0,0.002,27.85
2018-01-02 02:30:00,0.002,0.0,0.0,0.0,0.0,0.002,27.85
2018-01-02 02:45:00,0.002,0.0,0.0,0.0,0.0,0.002,27.85
2018-01-02 03:00:00,0.002,0.0,0.0,0.0,0.0,0.002,27.79
2018-01-02 03:15:00,0.002,0.0,0.0,0.0,0.0,0.002,27.79
2018-01-02 03:30:00,0.002,0.0,0.0,0.0,0.0,0.002,27.79
2018-01-02 03:45:00,0.002,0.0,0.0,0.0,0.0,0.002,27.79
2018-01-02 04:00:00,0.002,0.0,0.0,0.0,0.0,0.002,27.68
2018-01-02 04:15:00,0.001,0.0,0.0,0.0,0.0,0.001,27.68
2018-01-02 04:30:00,0.001,0.0,0.0,0.0,0.0,0.001,27.68
2018-01-02 04:45:00,0.001,0.0,0.0,0.0,0.0,0.001,27.68
2018-01-02 05:00:00,0.001,0.0,0.0,0.0,0.0,0.001,27.45
2018-01-02 05:15:00,0.001,0.0,0.0,0.0,0.0,0.001,27.45
2018-01-02 05:30:00,0.001,0.0,0.0,0.0,0.0,0.001,27.45
2018-01-02 05:45:00,0.001,0.0,0.0,0.0,0.0,0.001,27.45
2018-01-02 06:00:00,0.001,0.0,0.0,0.0,0.0,0.001,27.27
2018-01-02 06:15:00,0.001,0.0,0.0,0.0,0.0,0.001,27.27
2018-01-02 06:30:00,0.001,0.0,0.0,0.0,0.0,0.001,27.27
2018-01-02 06:45:00,0.001,0.0,0.0,0.0,0.0,0.001,27.27
2018-01-02 07:00:00,0.001,0.0,0.0,0.0,0.0,0.001,27.15
2018-01-02 07:15:00,0.001,0.0,0.0,0.0,0.0,0.001,27.15
2018-01-02 07:30:00,0.001,0.0,0.0,0.0,0.0,0.001,27.15
2018-01-02 07:45:00,0.001,0.0,0.0,0.0,0.0,0.001,27.15
2018-01-02 08:00:00,0.001,0.0,0.0,0.0,0.0,0.001,27.22
2018-01-02 08:15:00,0.001,0.0,0.0,0.0,0.0,0.001,27.22
2018-01-02 08:30:00,0.001,0.0,0.0,0.0,0.0,0.001,27.22
2018-01-02 08:45:00,0.001,0.0,0.0,0.0,0.0,0.001,27.22
2018-01-02 09:00:00,0.001,0.0,0.0,0.0,0.0,0.001,27.52
2018-01-02 09:15:00,0.002,0.0,0.0,0.0,0.0,0.002,27.52
2018-01-02 09:30:00,0.002,0.0,0.0,0.0,0.0,0.002,27.52
2018-01-02 09:45:00,0.001,0.0,0.0,0.0,0.0,0.001,27.52
2018-01-02 10:00:00,0.001,0.0,0.0,0.0,0.0,0.001,28.33
2018-01-02 10:15:00,0.001,0.0,0.0,0.0,0.0,0.001,28.33
2018-01-02 10:30:00,0.001,0.0,0.0,0.0,0.0,0.001,28.33
2018-01-02 10:45:00,0.001,0.0,0.0,0.0,0.0,0.001,28.33
2018-01-02 11:00:00,0.002,0.0,0.0,0.0,0.0,0.002,29.23
2018-01-02 11:15:00,0.002,0.0,0.0,0.0,0.0,0.002,29.23
2018-01-02 11:30:00,0.002,0.0,0.0,0.0,0.0,0.002,29.23
2018-01-02 11:45:00,0.001,0.0,0.0,0.0,0.0,0.001,29.23
2018-01-02 12:00:00,0.001,0.0,0.0,0.0,0.0,0.001,30.09
2018-01-02 12:15:00,0.001,0.0,0.0,0.0,0.0,0.001,30.09
2018-01-02 12:30:00,0.001,0.0,0.0,0.0,0.0,0.001,30.09
2018-01-02 12:45:00,0.002,0.0,0.0,0.0,0.0,0.002,30.09
2018-01-02 13:00:00,0.002,0.0,0.0,0.0,0.0,0.002,30.44
2018-01-02 13:15:00,0.002,0.0,0.0,0.0,0.0,0.002,30.44
2018-01-02 13:30:00,0.002,0.0,0.0,0.0,0.0,0.002,30.44
2018-01-02 13:45:00,0.001,0.0,0.0,0.0,0.0,0.001,30.44
2018-01-02 14:00:00,0.002,0.0,0.0,0.0,0.0,0.002,30.51
2018-01-02 14:15:00,0.002,0.0,0.0,0.0,0.0,0.002,30.51
2018-01-02 14:30:00,0.002,0.0,0.0,0.0,0.0,0.002,30.51
2018-01-02 14:45:00,0.002,0.0,0.0,0.0,0.0,0.002,30.51
2018-01-02 15:00:00,0.002,0.0,0.0,0.0,0.0,0.002,30.06
2018-01-02 15:15:00,0.001,0.0,0.0,0.0,0.0,0.001,30.06
2018-01-02 15:30:00,0.001,0.0,0.0,0.0,0.0,0.001,30.06
2018-01-02 15:45:00,0.001,0.0,0.0,0.0,0.0,0.001,30.06
2018-01-02 16:00:00,0.001,0.0,0.0,0.0,0.0,0.001,29.0
2018-01-02 16:15:00,0.001,0.0,0.0,0.0,0.0,0.001,29.0
2018-01-02 16:30:00,0.001,0.0,0.0,0.0,0.0,0.001,29.0
2018-01-02 16:45:00,0.002,0.0,0.0,0.0,0.0,0.002,29.0
2018-01-02 17:00:00,0.002,0.0,0.0,0.0,0.0,0.002,28.13
2018-01-02 17:15:00,0.002,0.0,0.0,0.0,0.0,0.002,28.13
2018-01-02 17:30:00,0.002,0.0,0.0,0.0,0.0,0.002,28.13
2018-01-02 17:45:00,0.002,0.0,0.0,0.0,0.0,0.002,28.13
2018-01-02 18:00:00,0.002,0.0,0.0,0.0,0.0,0.002,27.9
2018-01-02 18:15:00,0.002,0.0,0.0,0.0,0.0,0.002,27.9
2018-01-02 18:30:00,0.003,0.0,0.0,0.0,0.0,0.003,27.9
2018-01-02 18:45:00,0.002,0.0,0.0,0.0,0.0,0.002,27.9
2018-01-02 19:00:00,0.002,0.0,0.0,0.0,0.0,0.002,27.61
2018-01-02 19:15:00,0.002,0.0,0.0,0.0,0.0,0.002,27.61
2018-01-02 19:30:00,0.003,0.0,0.0,0.0,0.0,0.003,27.61
2018-01-02 19:45:00,0.002,0.0,0.0,0.0,0.0,0.002,27.61
2018-01-02 20:00:00,0.002,0.0,0.0,0.0,0.0,0.002,27.31
2018-01-02 20:15:00,0.001,0.0,0.0,0.0,0.0,0.001,27.31
2018-01-02 20:30:00,0.002,0.0,0.0,0.0,0.0,0.002,27.31
2018-01-02 20:45:00,0.002,0.0,0.0,0.0,0.0,0.002,27.31
2018-01-02 21:00:00,0.002,0.0,0.0,0.0,0.0,0.002,27.03
2018-01-02 21:15:00,0.002,0.0,0.0,0.0,0.0,0.002,27.03
2018-01-02 21:30:00,0.002,0.0,0.0,0.0,0.0,0.002,27.03
2018-01-02 21:45:00,0.002,0.0,0.0,0.0,0.0,0.002,27.03
2018-01-02 22:00:00,0.002,0.0,0.0,0.0,0.0,0.002,26.38
2018-01-02 22:15:00,0.001,0.0,0.0,0.0,0.0,0.001,26.38
2018-01-02 22:30:00,0.001,0.0,0.0,0.0,0.0,0.001,26.38
2018-01-02 22:45:00,0.002,0.0,0.0,0.0,0.0,0.002,26.38
2018-01-02 23:00:00,0.002,0.0,0.0,0.0,0.0,0.002,26.14
2018-01-02 23:15:00,0.002,0.0,0.0,0.0,0.0,0.002,26.14
2018-01-02 23:30:00,0.001,0.0,0.0,0.0,0.0,0.001,26.14
2018-01-02 23:45:00,0.001,0.0,0.0,0.0,0.0,0.001,26.14
2018-01-03 00:00:00,0.001,0.0,0.0,0.0,0.0,0.001,24.91
2018-01-03 00:15:00,0.002,0.0,0.0,0.0,0.0,0.002,24.91
2018-01-03 00:30:00,0.001,0.0,0.0,0.0,0.0,0.001,24.91
2018-01-03 00:45:00,0.002,0.0,0.0,0.0,0.0,0.002,24.91
2018-01-03 01:00:00,0.001,0.0,0.0,0.0,0.0,0.001,23.42
2018-01-03 01:15:00,0.002,0.0,0.0,0.0,0.0,0.002,23.42
2018-01-03 01:30:00,0.002,0.0,0.0,0.0,0.0,0.002,23.42
2018-01-03 01:45:00,0.002,0.0,0.0,0.0,0.0,0.002,23.42
2018-01-03 02:00:00,0.002,0.0,0.0,0.0,0.0,0.002,22.25
2018-01-03 02:15:00,0.002,0.0,0.0,0.0,0.0,0.002,22.25
2018-01-03 02:30:00,0.002,0.0,0.0,0.0,0.0,0.002,22.25
2018-01-03 02:45:00,0.002,0.0,0.0,0.0,0.0,0.002,22.25
2018-01-03 03:00:00,0.002,0.0,0.0,0.0,0.0,0.002,21.32
2018-01-03 03:15:00,0.002,0.0,0.0,0.0,0.0,0.002,21.32
2018-01-03 03:30:00,0.002,0.0,0.0,0.0,0.0,0.002,21.32
2018-01-03 03:45:00,0.002,0.0,0.0,0.0,0.0,0.002,21.32
2018-01-03 04:00:00,0.002,0.0,0.0,0.0,0.0,0.002,20.46
2018-01-03 04:15:00,0.002,0.0,0.0,0.0,0.0,0.002,20.46
2018-01-03 04:30:00,0.002,0.0,0.0,0.0,0.0,0.002,20.46
2018-01-03 04:45:00,0.002,0.0,0.0,0.0,0.0,0.002,20.46
2018-01-03 05:00:00,0.002,0.0,0.0,0.0,0.0,0.002,20.55
2018-01-03 05:15:00,0.001,0.0,0.0,0.0,0.0,0.001,20.55
2018-01-03 05:30:00,0.001,0.0,0.0,0.0,0.0,0.001,20.55
2018-01-03 05:45:00,0.001,0.0,0.0,0.0,0.0,0.001,20.55
2018-01-03 06:00:00,0.001,0.0,0.0,0.0,0.0,0.001,20.19
2018-01-03 06:15:00,0.002,0.0,0.0,0.0,0.0,0.002,20.19
2018-01-03 06:30:00,0.004,0.0,0.0,0.0,0.0,0.004,20.19
2018-01-03 06:45:00,0.002,0.0,0.0,0.0,0.0,0.002,20.19
2018-01-03 07:00:00,0.002,0.0,0.0,0.0,0.0,0.002,19.75
2018-01-03 07:15:00,0.003,0.0,0.0,0.0,0.0,0.003,19.75
2018-01-03 07:30:00,0.003,0.0,0.0,0.0,0.0,0.003,19.75
2018-01-03 07:45:00,0.002,0.0,0.0,0.0,0.0,0.002,19.75
2018-01-03 08:00:00,0.001,0.0,0.0,0.0,0.0,0.001,20.26
2018-01-03 08:15:00,0.002,0.0,0.0,0.0,0.0,0.002,20.26
2018-01-03 08:30:00,0.001,0.0,0.0,0.0,0.0,0.001,20.26
2018-01-03 08:45:00,0.001,0.0,0.0,0.0,0.0,0.001,20.26
2018-01-03 09:00:00,0.001,0.0,0.0,0.0,0.0,0.001,26.34
2018-01-03 09:15:00,0.001,0.0,0.0,0.0,0.0,0.001,26.34
2018-01-03 09:30:00,0.001,0.0,0.0,0.0,0.0,0.001,26.34
2018-01-03 09:45:00,0.001,0.0,0.0,0.0,0.0,0.001,26.34
2018-01-03 10:00:00,0.001,0.0,0.0,0.0,0.0,0.001,31.86
2018-01-03 10:15:00,0.001,0.0,0.0,0.0,0.0,0.001,31.86
2018-01-03 10:30:00,0.002,0.0,0.0,0.0,0.0,0.002,31.86
2018-01-03 10:45:00,0.001,0.0,0.0,0.0,0.0,0.001,31.86
2018-01-03 11:00:00,0.001,0.0,0.0,0.0,0.0,0.001,37.53
2018-01-03 11:15:00,0.001,0.0,0.0,0.0,0.0,0.001,37.53
2018-01-03 11:30:00,0.001,0.0,0.0,0.0,0.0,0.001,37.53
2018-01-03 11:45:00,0.002,0.0,0.0,0.0,0.0,0.002,37.53
2018-01-03 12:00:00,0.001,0.0,0.0,0.0,0.0,0.001,42.92
2018-01-03 12:15:00,0.001,0.0,0.0,0.0,0.0,0.001,42.92
2018-01-03 12:30:00,0.001,0.0,0.0,0.0,0.0,0.001,42.92
2018-01-03 12:45:00,0.001,0.0,0.0,0.0,0.0,0.001,42.92
2018-01-03 13:00:00,0.002,0.0,0.0,0.0,0.0,0.002,47.14
2018-01-03 13:15:00,0.002,0.0,0.0,0.0,0.0,0.002,47.14
2018-01-03 13:30:00,0.002,0.0,0.0,0.0,0.0,0.002,47.14
2018-01-03 13:45:00,0.002,0.0,0.0,0.0,0.0,0.002,47.14
2018-01-03 14:00:00,0.002,0.0,0.0,0.0,0.0,0.002,51.41
2018-01-03 14:15:00,0.001,0.0,0.0,0.0,0.0,0.001,51.41
2018-01-03 14:30:00,0.002,0.0,0.0,0.0,0.0,0.002,51.41
2018-01-03 14:45:00,0.002,0.0,0.0,0.0,0.0,0.002,51.41
2018-01-03 15:00:00,0.002,0.0,0.0,0.0,0.0,0.002,53.89
2018-01-03 15:15:00,0.002,0.0,0.0,0.0,0.0,0.002,53.89
2018-01-03 15:30:00,0.002,0.0,0.0,0.0,0.0,0.002,53.89
2018-01-03 15:45:00,0.002,0.0,0.0,0.0,0.0,0.002,53.89
2018-01-03 16:00:00,0.002,0.0,0.0,0.0,0.0,0.002,55.19
2018-01-03 16:15:00,0.002,0.0,0.0,0.0,0.0,0.002,55.19
2018-01-03 16:30:00,0.002,0.0,0.0,0.0,0.0,0.002,55.19
2018-01-03 16:45:00,0.002,0.0,0.0,0.0,0.0,0.002,55.19
2018-01-03 17:00:00,0.003,0.0,0.0,0.0,0.0,0.003,54.59
2018-01-03 17:15:00,0.003,0.0,0.0,0.0,0.0,0.003,54.59
2018-01-03 17:30:00,0.003,0.0,0.0,0.0,0.0,0.003,54.59
2018-01-03 17:45:00,0.003,0.0,0.0,0.0,0.0,0.003,54.59
2018-01-03 18:00:00,0.003,0.0,0.0,0.0,0.0,0.003,49.74
2018-01-03 18:15:00,0.003,0.0,0.0,0.0,0.0,0.003,49.74
2018-01-03 18:30:00,0.003,0.0,0.0,0.0,0.0,0.003,49.74
2018-01-03 18:45:00,0.003,0.0,0.0,0.0,0.0,0.003,49.74
2018-01-03 19:00:00,0.003,0.0,0.0,0.0,0.0,0.003,43.48
2018-01-03 19:15:00,0.003,0.0,0.0,0.0,0.0,0.003,43.48
2018-01-03 19:30:00,0.003,0.0,0.0,0.0,0.0,0.003,43.48
2018-01-03 19:45:00,0.003,0.0,0.0,0.0,0.0,0.003,43.48
2018-01-03 20:00:00,0.003,0.0,0.0,0.0,0.0,0.003,39.85
2018-01-03 20:15:00,0.002,0.0,0.0,0.0,0.0,0.002,39.85
2018-01-03 20:30:00,0.003,0.0,0.0,0.0,0.0,0.003,39.85
2018-01-03 20:45:00,0.003,0.0,0.0,0.0,0.0,0.003,39.85
2018-01-03 21:00:00,0.002,0.0,0.0,0.0,0.0,0.002,37.15
2018-01-03 21:15:00,0.002,0.0,0.0,0.0,0.0,0.002,37.15
2018-01-03 21:30:00,0.002,0.0,0.0,0.0,0.0,0.002,37.15
2018-01-03 21:45:00,0.002,0.0,0.0,0.0,0.0,0.002,37.15
2018-01-03 22:00:00,0.002,0.0,0.0,0.0,0.0,0.002,35.45
2018-01-03 22:15:00,0.002,0.0,0.0,0.0,0.0,0.002,35.45
2018-01-03 22:30:00,0.002,0.0,0.0,0.0,0.0,0.002,35.45
2018-01-03 22:45:00,0.002,0.0,0.0,0.0,0.0,0.002,35.45
2018-01-03 23:00:00,0.002,0.0,0.0,0.0,0.0,0.002,32.96
2018-01-03 23:15:00,0.002,0.0,0.0,0.0,0.0,0.002,32.96
2018-01-03 23:30:00,0.002,0.0,0.0,0.0,0.0,0.002,32.96
2018-01-03 23:45:00,0.002,0.0,0.0,0.0,0.0,0.002,32.96
2018-01-04 00:00:00,0.002,0.0,0.0,0.0,0.0,0.002,31.46
2018-01-04 00:15:00,0.002,0.0,0.0,0.0,0.0,0.002,31.46
2018-01-04 00:30:00,0.002,0.0,0.0,0.0,0.0,0.002,31.46
2018-01-04 00:45:00,0.002,0.0,0.0,0.0,0.0,0.002,31.46
2018-01-04 01:00:00,0.003,0.0,0.0,0.0,0.0,0.003,30.11
2018-01-04 01:15:00,0.003,0.0,0.0,0.0,0.0,0.003,30.11
2018-01-04 01:30:00,0.002,0.0,0.0,0.0,0.0,0.002,30.11
2018-01-04 01:45:00,0.002,0.0,0.0,0.0,0.0,0.002,30.11
2018-01-04 02:00:00,0.002,0.0,0.0,0.0,0.0,0.002,29.09
2018-01-04 02:15:00,0.002,0.0,0.0,0.0,0.0,0.002,29.09
2018-01-04 02:30:00,0.003,0.0,0.0,0.0,0.0,0.003,29.09
2018-01-04 02:45:00,0.003,0.0,0.0,0.0,0.0,0.003,29.09
2018-01-04 03:00:00,0.002,0.0,0.0,0.0,0.0,0.002,28.52
2018-01-04 03:15:00,0.002,0.0,0.0,0.0,0.0,0.002,28.52
2018-01-04 03:30:00,0.002,0.0,0.0,0.0,0.0,0.002,28.52
2018-01-04 03:45:00,0.003,0.0,0.0,0.0,0.0,0.003,28.52
2018-01-04 04:00:00,0.003,0.0,0.0,0.0,0.0,0.003,27.77
2018-01-04 04:15:00,0.003,0.0,0.0,0.0,0.0,0.003,27.77
2018-01-04 04:30:00,0.002,0.0,0.0,0.0,0.0,0.002,27.77
2018-01-04 04:45:00,0.002,0.0,0.0,0.0,0.0,0.002,27.77
2018-01-04 05:00:00,0.002,0.0,0.0,0.0,0.0,0.002,27.31
2018-01-04 05:15:00,0.003,0.0,0.0,0.0,0.0,0.003,27.31
2018-01-04 05:30:00,0.003,0.0,0.0,0.0,0.0,0.003,27.31
2018-01-04 05:45:00,0.001,0.0,0.0,0.0,0.0,0.001,27.31
2018-01-04 06:00:00,0.001,0.0,0.0,0.0,0.0,0.001,27.31
2018-01-04 06:15:00,0.001,0.0,0.0,0.0,0.0,0.001,27.31
2018-01-04 06:30:00,0.001,0.0,0.0,0.0,0.0,0.001,27.31
2018-01-04 06:45:00,0.001,0.0,0.0,0.0,0.0,0.001,27.31
2018-01-04 07:00:00,0.001,0.0,0.0,0.0,0.0,0.001,26.39
2018-01-04 07:15:00,0.001,0.0,0.0,0.0,0.0,0.001,26.39
2018-01-04 07:30:00,0.001,0.0,0.0,0.0,0.0,0.001,26.39
2018-01-04 07:45:00,0.001,0.0,0.0,0.0,0.0,0.001,26.39
2018-01-04 08:00:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 08:15:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 08:30:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 08:45:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 09:00:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 09:15:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 09:30:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 09:45:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 10:00:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 10:15:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 10:30:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 10:45:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 11:00:00,0.002,0.0,0.0,0.0,0.0,0.002,26.82
2018-01-04 11:15:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 11:30:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 11:45:00,0.001,0.0,0.0,0.0,0.0,0.001,26.82
2018-01-04 12:00:00,0.001,0.0,0.0,0.0,0.0,0.001,50.52
2018-01-04 12:15:00,0.001,0.0,0.0,0.0,0.0,0.001,50.52
2018-01-04 12:30:00,0.001,0.0,0.0,0.0,0.0,0.001,50.52
2018-01-04 12:45:00,0.002,0.0,0.0,0.0,0.0,0.002,50.52
2018-01-04 13:00:00,0.002,0.0,0.0,0.0,0.0,0.002,52.64
2018-01-04 13:15:00,0.002,0.0,0.0,0.0,0.0,0.002,52.64
2018-01-04 13:30:00,0.002,0.0,0.0,0.0,0.0,0.002,52.64
2018-01-04 13:45:00,0.001,0.0,0.0,0.0,0.0,0.001,52.64
2018-01-04 14:00:00,0.002,0.0,0.0,0.0,0.0,0.002,53.91
2018-01-04 14:15:00,0.002,0.0,0.0,0.0,0.0,0.002,53.91
2018-01-04 14:30:00,0.001,0.0,0.0,0.0,0.0,0.001,53.91
2018-01-04 14:45:00,0.001,0.0,0.0,0.0,0.0,0.001,53.91
2018-01-04 15:00:00,0.002,0.0,0.0,0.0,0.0,0.002,51.35
2018-01-04 15:15:00,0.002,0.0,0.0,0.0,0.0,0.002,51.35
2018-01-04 15:30:00,0.002,0.0,0.0,0.0,0.0,0.002,51.35
2018-01-04 15:45:00,0.002,0.0,0.0,0.0,0.0,0.002,51.35
2018-01-04 16:00:00,0.003,0.0,0.0,0.0,0.0,0.003,53.55
2018-01-04 16:15:00,0.003,0.0,0.0,0.0,0.0,0.003,53.55
2018-01-04 16:30:00,0.003,0.0,0.0,0.0,0.0,0.003,53.55
2018-01-04 16:45:00,0.003,0.0,0.0,0.0,0.0,0.003,53.55
2018-01-04 17:00:00,0.003,0.0,0.0,0.0,0.0,0.003,52.41
2018-01-04 17:15:00,0.003,0.0,0.0,0.0,0.0,0.003,52.41
2018-01-04 17:30:00,0.003,0.0,0.0,0.0,0.0,0.003,52.41
2018-01-04 17:45:00,0.003,0.0,0.0,0.0,0.0,0.003,52.41
2018-01-04 18:00:00,0.003,0.0,0.0,0.0,0.0,0.003,50.1
2018-01-04 18:15:00,0.003,0.0,0.0,0.0,0.0,0.003,50.1
2018-01-04 18:30:00,0.003,0.0,0.0,0.0,0.0,0.003,50.1
2018-01-04 18:45:00,0.002,0.0,0.0,0.0,0.0,0.002,50.1
2018-01-04 19:00:00,0.002,0.0,0.0,0.0,0.0,0.002,47.25
2018-01-04 19:15:00,0.003,0.0,0.0,0.0,0.0,0.003,47.25
